"landed_year","dealer_city","dealer_state","Adjusted_Val"
1989,"FREEPORT","TX",2236209
1989,"FREEPORT","TX",290227
1989,"FREEPORT","TX",2951229
1989,"FREEPORT","TX",357770
1989,"FREEPORT","TX",3560633
1989,"FREEPORT","TX",41327
1989,"FREEPORT","TX",844617
1989,"FREEPORT","TX",794
1989,"FREEPORT","TX",4595043
1989,"FREEPORT","TX",19360
1989,"FREEPORT","TX",398447
1989,"FULTON","TX",561362
1989,"FULTON","TX",238333
1989,"FULTON","TX",3164577
1989,"FULTON","TX",156801
1989,"FULTON","TX",971782
1989,"FULTON","TX",292015
1989,"FULTON","TX",362474
1989,"FULTON","TX",86059
1989,"GALVESTON","TX",100505
1989,"GALVESTON","TX",98
1989,"GALVESTON","TX",125783
1989,"GALVESTON","TX",3491
1989,"GALVESTON","TX",414049
1989,"GALVESTON","TX",851837
1989,"GALVESTON","TX",55843
1989,"GALVESTON","TX",83878
1989,"GALVESTON","TX",233074
1989,"GALVESTON","TX",2030
1989,"GALVESTON","TX",55576
1989,"GALVESTON","TX",1785
1989,"GALVESTON","TX",5423
1989,"GALVESTON","TX",21375
1989,"GALVESTON","TX",2870
1989,"GALVESTON","TX",2363633
1989,"GALVESTON","TX",615350
1989,"GALVESTON","TX",10040
1989,"GALVESTON","TX",436288
1989,"GALVESTON","TX",495
1989,"GALVESTON","TX",113329
1989,"GALVESTON","TX",138693
1989,"GALVESTON","TX",124501
1989,"GALVESTON","TX",122917
1989,"GALVESTON","TX",65011
1989,"GALVESTON","TX",1579174
1989,"GALVESTON","TX",296308
1989,"GALVESTON","TX",52483
1989,"GALVESTON","TX",1601
1989,"GALVESTON","TX",138411
1989,"GAUTIER","MS",302671
1989,"GAUTIER","MS",28511
1989,"GAUTIER","MS",172128
1989,"GOLDEN MEADOW","LA",417336
1989,"GOLDEN MEADOW","LA",192723
1989,"GOLDEN MEADOW","LA",15169
1989,"GOLDEN MEADOW","LA",1091473
1989,"GOLDEN MEADOW","LA",244259
1989,"GOLDEN MEADOW","LA",1462262
1989,"GOLDEN MEADOW","LA",496210
1989,"GOLDEN MEADOW","LA",4783
1989,"GOLDEN MEADOW","LA",65
1989,"GOLDEN MEADOW","LA",14854
1989,"GOLDEN MEADOW","LA",1655
1989,"GOLDEN MEADOW","LA",2638
1989,"GOLDEN MEADOW","LA",388608
1989,"GOLDEN MEADOW","LA",164368
1989,"GOLDEN MEADOW","LA",6610916
1989,"GOLDEN MEADOW","LA",14509
1989,"GOLDEN MEADOW","LA",2680525
1989,"GOLDEN MEADOW","LA",6010216
1989,"GOLDEN MEADOW","LA",1348050
1989,"GOLDEN MEADOW","LA",1173533
1989,"GOLDEN MEADOW","LA",368359
1989,"GOLDEN MEADOW","LA",1400546
1989,"GOLDEN MEADOW","LA",516839
1989,"GOLDEN MEADOW","LA",2276532
1989,"GOLDEN MEADOW","LA",1187225
1989,"GOLDEN MEADOW","LA",1226066
1989,"GOLDEN MEADOW","LA",486608
1989,"GOLDEN MEADOW","LA",4783
1989,"GOLDEN MEADOW","LA",65
1989,"GOLDEN MEADOW","LA",1462262
1989,"GOLDEN MEADOW","LA",496210
1989,"GOLDEN MEADOW","LA",4959
1989,"GOLDEN MEADOW","LA",415921
1989,"GOLDEN MEADOW","LA",319621
1989,"GOLDEN MEADOW","LA",2387486
1989,"GOLDEN MEADOW","LA",16182
1989,"GOLDEN MEADOW","LA",901894
1989,"GOLDEN MEADOW","LA",4783
1989,"GOLDEN MEADOW","LA",65
1989,"GOLDEN MEADOW","LA",1226066
1989,"GOLDEN MEADOW","LA",486608
1989,"GRAND CHENIER","LA",1197
1989,"GRAND ISLE","LA",537392
1989,"GRAND ISLE","LA",218289
1989,"GRAND ISLE","LA",3519615
1989,"GRAND ISLE","LA",1902526
1989,"GRAND ISLE","LA",1299
1989,"GRAND ISLE","LA",3658022
1989,"GRAND ISLE","LA",866126
1989,"GRAND ISLE","LA",188636
1989,"GRAND ISLE","LA",2952
1989,"GRETNA","LA",26181
1989,"GRETNA","LA",41820
1989,"GRETNA","LA",745463
1989,"GRETNA","LA",20720
1989,"GRETNA","LA",792230
1989,"GRETNA","LA",155968
1989,"GRETNA","LA",242390
1989,"GULF SHORES","AL",955650
1989,"GULF SHORES","AL",147989
1989,"GULF SHORES","AL",394138
1989,"GULF SHORES","AL",974728
1989,"GULF SHORES","AL",21362
1989,"GULF SHORES","AL",146529
1989,"GULFPORT","MS",1235993
1989,"GULFPORT","MS",44529
1989,"GULFPORT","MS",251451
1989,"GULFPORT","MS",551
1989,"GULFPORT","MS",700320
1989,"GULFPORT","MS",68962
1989,"HACKBERRY","LA",20304
1989,"HACKBERRY","LA",125712
1989,"HACKBERRY","LA",58581
1989,"HACKBERRY","LA",14982
1989,"HACKBERRY","LA",25306
1989,"HACKBERRY","LA",104345
1989,"HACKBERRY","LA",20304
1989,"HACKBERRY","LA",125712
1989,"HACKBERRY","LA",58581
1989,"HACKBERRY","LA",14982
1989,"HACKBERRY","LA",20304
1989,"HACKBERRY","LA",125712
1989,"HOUMA","LA",121164
1989,"HOUMA","LA",21644
1989,"HOUMA","LA",355373
1989,"HOUMA","LA",327682
1989,"HOUMA","LA",212146
1989,"HOUMA","LA",110886
1989,"HOUMA","LA",586575
1989,"HOUMA","LA",868135
1989,"HOUMA","LA",121164
1989,"HOUMA","LA",21644
1989,"HOUMA","LA",28892
1989,"HOUMA","LA",22638
1989,"INDIANOLA","TX",134697
1989,"INDIANOLA","TX",112482
1989,"INDIANOLA","TX",182277
1989,"INDIANOLA","TX",292482
1989,"JEANERETTE","LA",668
1989,"JEANERETTE","LA",41037
1989,"KEMAH","TX",944397
1989,"KEMAH","TX",903096
1989,"LAFAYETTE","LA",73706
1989,"LAFAYETTE","LA",21896
1989,"LAFITTE","LA",977732
1989,"LAFITTE","LA",382033
1989,"LAFITTE","LA",491534
1989,"LAFITTE","LA",788422
1989,"LAFITTE","LA",745463
1989,"LAFITTE","LA",20720
1989,"LAFITTE","LA",792230
1989,"LAFITTE","LA",5751
1989,"LAFITTE","LA",2457746
1989,"LAFITTE","LA",3253788
1989,"LAFITTE","LA",3757517
1989,"LAFITTE","LA",2298
1989,"LAFITTE","LA",2772617
1989,"LAKE ARTHUR","LA",22838
1989,"LAKE ARTHUR","LA",110823
1989,"LAKESHORE","MS",75179
1989,"LAKESHORE","MS",14594
1989,"LAKESHORE","MS",3662
1989,"LAKESHORE","MS",104
1989,"LAKESHORE","MS",2233129
1989,"LAKESHORE","MS",31826
1989,"LAKESHORE","MS",229824
1989,"LONG BEACH","MS",853529
1989,"LONG BEACH","MS",152473
1989,"LOS FRESNOS","TX",4166446
1989,"LOS FRESNOS","TX",88640
1989,"MADISONVILLE","LA",455338
1989,"MADISONVILLE","LA",454127
1989,"MADISONVILLE","LA",455338
1989,"MADISONVILLE","LA",454127
1989,"MARRERO","LA",463933
1989,"MARRERO","LA",951415
1989,"MARRERO","LA",126004
1989,"MARRERO","LA",195651
1989,"MARRERO","LA",567382
1989,"MARRERO","LA",182476
1989,"MATAGORDA","TX",124458
1989,"MATAGORDA","TX",147362
1989,"METAIRIE","LA",23395
1989,"METAIRIE","LA",1122
1989,"METAIRIE","LA",15915
1989,"METAIRIE","LA",5001
1989,"METAIRIE","LA",5100
1989,"METAIRIE","LA",10318
1989,"METAIRIE","LA",17919
1989,"MOBILE","AL",170313
1989,"MOBILE","AL",51060
1989,"MONTEGUT","LA",1443562
1989,"MONTEGUT","LA",944996
1989,"MONTEGUT","LA",417510
1989,"MONTEGUT","LA",231321
1989,"MORGAN CITY","LA",388569
1989,"MORGAN CITY","LA",964885
1989,"NEW ORLEANS","LA",751240
1989,"NEW ORLEANS","LA",168377
1989,"NEW ORLEANS","LA",4573
1989,"NEW ORLEANS","LA",155014
1989,"NEW ORLEANS","LA",79909
1989,"NEW ORLEANS","LA",449361
1989,"NEW ORLEANS","LA",24410
1989,"NEW ORLEANS","LA",155014
1989,"NEW ORLEANS","LA",79909
1989,"NUECES","TX",174419
1989,"NUECES","TX",122681
1989,"NUECES","TX",1334
1989,"OCEAN SPRINGS","MS",441167
1989,"OCEAN SPRINGS","MS",27762
1989,"OCEAN SPRINGS","MS",77589
1989,"PALACIOS","TX",2444917
1989,"PALACIOS","TX",25936
1989,"PALACIOS","TX",1976918
1989,"PALACIOS","TX",459568
1989,"PALACIOS","TX",2739094
1989,"PALACIOS","TX",188202
1989,"PALACIOS","TX",2835553
1989,"PALACIOS","TX",948078
1989,"PALACIOS","TX",422070
1989,"PALACIOS","TX",205080
1989,"PALACIOS","TX",682927
1989,"PALACIOS","TX",167837
1989,"PALACIOS","TX",1976918
1989,"PALACIOS","TX",459568
1989,"PALACIOS","TX",3287318
1989,"PALACIOS","TX",4916526
1989,"PALACIOS","TX",2524229
1989,"PALACIOS","TX",1517367
1989,"PALACIOS","TX",869693
1989,"PALACIOS","TX",434503
1989,"PALACIOS","TX",291499
1989,"PALACIOS","TX",3116019
1989,"PALACIOS","TX",99375
1989,"PASCAGOULA","MS",28129
1989,"PASCAGOULA","MS",11554
1989,"PASCAGOULA","MS",1558471
1989,"PASCAGOULA","MS",107282
1989,"PASCAGOULA","MS",426178
1989,"PASCAGOULA","MS",1882190
1989,"PASCAGOULA","MS",147607
1989,"PASCAGOULA","MS",563360
1989,"PASS CHRISTIAN","MS",10474
1989,"PASS CHRISTIAN","MS",622160
1989,"PASS CHRISTIAN","MS",165026
1989,"PASS CHRISTIAN","MS",771422
1989,"PASS CHRISTIAN","MS",130820
1989,"PASS CHRISTIAN","MS",35939
1989,"PASS CHRISTIAN","MS",5547
1989,"PATTERSON","LA",1432916
1989,"PATTERSON","LA",278857
1989,"PORT ARTHUR","TX",2324980
1989,"PORT ARTHUR","TX",2744856
1989,"PORT ARTHUR","TX",19197
1989,"PORT ARTHUR","TX",18306
1989,"PORT ARTHUR","TX",1408751
1989,"PORT ARTHUR","TX",1349714
1989,"PORT ARTHUR","TX",2904444
1989,"PORT ARTHUR","TX",2571101
1989,"PORT ARTHUR","TX",1416737
1989,"PORT ARTHUR","TX",3637597
1989,"PORT ARTHUR","TX",2388130
1989,"PORT ARTHUR","TX",4267394
1989,"PORT ARTHUR","TX",2473651
1989,"PORT ARTHUR","TX",395956
1989,"PORT ARTHUR","TX",993977
1989,"PORT ARTHUR","TX",1408751
1989,"PORT ARTHUR","TX",1349714
1989,"PORT ARTHUR","TX",1908529
1989,"PORT ARTHUR","TX",18781
1989,"PORT ARTHUR","TX",2316237
1989,"PORT ARTHUR","TX",1908529
1989,"PORT ARTHUR","TX",18781
1989,"PORT ARTHUR","TX",2316237
1989,"PORT ARTHUR","TX",4267394
1989,"PORT ARTHUR","TX",2473651
1989,"PORT ISABEL","TX",1838134
1989,"PORT ISABEL","TX",837
1989,"PORT ISABEL","TX",1924266
1989,"PORT ISABEL","TX",46384
1989,"PORT ISABEL","TX",59670
1989,"PORT ISABEL","TX",328181
1989,"PORT ISABEL","TX",673
1989,"PORT ISABEL","TX",1701974
1989,"PORT ISABEL","TX",11157
1989,"PORT ISABEL","TX",1838134
1989,"PORT ISABEL","TX",837
1989,"PORT ISABEL","TX",4859348
1989,"PORT ISABEL","TX",205948
1989,"PORT ISABEL","TX",3504740
1989,"PORT ISABEL","TX",12609
1989,"PORT ISABEL","TX",246692
1989,"PORT ISABEL","TX",2370033
1989,"PORT ISABEL","TX",44519
1989,"PORT ISABEL","TX",4859348
1989,"PORT ISABEL","TX",205948
1989,"PORT ISABEL","TX",4166446
1989,"PORT ISABEL","TX",88640
1989,"PORT ISABEL","TX",1701974
1989,"PORT ISABEL","TX",11157
1989,"PORT ISABEL","TX",8673684
1989,"PORT ISABEL","TX",337699
1989,"PORT ISABEL","TX",5181228
1989,"PORT ISABEL","TX",173218
1989,"PORT ISABEL","TX",2314728
1989,"PORT ISABEL","TX",59060
1989,"PORT ISABEL","TX",328181
1989,"PORT ISABEL","TX",673
1989,"PORT ISABEL","TX",5645840
1989,"PORT ISABEL","TX",16807
1989,"PORT ISABEL","TX",133621
1989,"PORT ISABEL","TX",4859348
1989,"PORT ISABEL","TX",205948
1989,"PORT ISABEL","TX",2370033
1989,"PORT ISABEL","TX",44519
1989,"PORT LAVACA","TX",6248854
1989,"PORT LAVACA","TX",1398349
1989,"PORT LAVACA","TX",182277
1989,"PORT LAVACA","TX",292482
1989,"PORT LAVACA","TX",2350
1989,"PORT LAVACA","TX",242159
1989,"PORT LAVACA","TX",9686
1989,"PORT LAVACA","TX",4601
1989,"PORT O'CONNOR","TX",2243982
1989,"PORT O'CONNOR","TX",454184
1989,"PORT O'CONNOR","TX",179535
1989,"PORT O'CONNOR","TX",92771
1989,"PORT SULPHUR","LA",79592
1989,"PORT SULPHUR","LA",52361
1989,"ROCKPORT","TX",367825
1989,"ROCKPORT","TX",100158
1989,"ROCKPORT","TX",1530297
1989,"ROCKPORT","TX",51012
1989,"SAN LEON","TX",138693
1989,"SAN LEON","TX",124501
1989,"SAN LEON","TX",28506
1989,"SAN LEON","TX",8459
1989,"SAN LEON","TX",3057
1989,"SAN LEON","TX",668
1989,"SAN LEON","TX",46265
1989,"SAN LEON","TX",5493
1989,"SAN LEON","TX",179038
1989,"SAN LEON","TX",414049
1989,"SAN LEON","TX",851837
1989,"SARGENT","TX",30684
1989,"SARGENT","TX",51955
1989,"SEABROOK","TX",11669
1989,"SEABROOK","TX",13993
1989,"SEABROOK","TX",87185
1989,"SEABROOK","TX",151710
1989,"SEABROOK","TX",25074
1989,"SEABROOK","TX",9537
1989,"SEABROOK","TX",25074
1989,"SEABROOK","TX",9537
1989,"SEADRIFT","TX",691579
1989,"SEADRIFT","TX",94389
1989,"SEADRIFT","TX",274605
1989,"SEADRIFT","TX",244776
1989,"SEADRIFT","TX",271828
1989,"SEADRIFT","TX",50118
1989,"SEADRIFT","TX",206577
1989,"SEADRIFT","TX",35275
1989,"SEADRIFT","TX",297716
1989,"SEADRIFT","TX",64901
1989,"SEADRIFT","TX",271828
1989,"SEADRIFT","TX",50118
1989,"SEADRIFT","TX",407218
1989,"SEADRIFT","TX",65755
1989,"SAINT AMANT","LA",449361
1989,"SAINT AMANT","LA",24410
1989,"SAINT BERNARD","LA",449361
1989,"SAINT BERNARD","LA",24410
1989,"SAINT BERNARD","LA",274978
1989,"SAINT BERNARD","LA",99455
1989,"SAINT BERNARD","LA",1409215
1989,"SAINT BERNARD","LA",251668
1989,"SAINT BERNARD","LA",876297
1989,"SAINT BERNARD","LA",290865
1989,"SAINT BERNARD","LA",295903
1989,"SAINT BERNARD","LA",68892
1989,"SAINT BERNARD","LA",1571358
1989,"SAINT BERNARD","LA",344407
1989,"SAINT BERNARD","LA",1571358
1989,"SAINT BERNARD","LA",344407
1989,"SAINT BERNARD","LA",1807482
1989,"SAINT BERNARD","LA",356839
1989,"SAINT BERNARD","LA",468719
1989,"SAINT BERNARD","LA",277081
1989,"TEXAS CITY","TX",95871
1989,"TEXAS CITY","TX",94882
1989,"THEODORE","AL",40295
1989,"THEODORE","AL",53205
1989,"THEODORE","AL",465998
1989,"THEODORE","AL",187115
1989,"THEODORE","AL",465998
1989,"THEODORE","AL",187115
1989,"THERIOT","LA",318178
1989,"THERIOT","LA",791513
1989,"THERIOT","LA",333251
1989,"THERIOT","LA",408443
1989,"THERIOT","LA",2276532
1989,"THERIOT","LA",1187225
1989,"THERIOT","LA",237643
1989,"THERIOT","LA",203006
1989,"UNKNOWN","AL",5083
1989,"UNKNOWN","AL",217
1989,"UNKNOWN","AL",27244
1989,"UNKNOWN","AL",2512
1989,"UNKNOWN","AL",17384
1989,"UNKNOWN","AL",34960
1989,"UNKNOWN","AL",381681
1989,"UNKNOWN","AL",320690
1989,"UNKNOWN","LA",156
1989,"UNKNOWN","LA",15915
1989,"UNKNOWN","LA",5001
1989,"UNKNOWN","LA",105369
1989,"UNKNOWN","LA",29717
1989,"UNKNOWN","LA",7940
1989,"UNKNOWN","LA",5890
1989,"UNKNOWN","LA",13993
1989,"UNKNOWN","LA",23208
1989,"UNKNOWN","LA",1697
1989,"UNKNOWN","LA",512
1989,"UNKNOWN","LA",26630
1989,"UNKNOWN","LA",74198
1989,"UNKNOWN","LA",66606
1989,"UNKNOWN","LA",13533
1989,"UNKNOWN","LA",85430
1989,"UNKNOWN","LA",19149
1989,"UNKNOWN","LA",186457
1989,"UNKNOWN","LA",62601
1989,"UNKNOWN","LA",718732
1989,"UNKNOWN","LA",298374
1989,"UNKNOWN","LA",2007
1989,"UNKNOWN","LA",2412
1989,"UNKNOWN","LA",35841
1989,"UNKNOWN","LA",17191
1989,"UNKNOWN","LA",67549
1989,"UNKNOWN","LA",44755
1989,"UNKNOWN","LA",62881
1989,"UNKNOWN","LA",8400
1989,"UNKNOWN","LA",45966
1989,"UNKNOWN","LA",9541
1989,"UNKNOWN","LA",25285
1989,"UNKNOWN","LA",5044
1989,"UNKNOWN","LA",97305
1989,"UNKNOWN","LA",1931
1989,"UNKNOWN","LA",30797
1989,"UNKNOWN","LA",35648
1989,"UNKNOWN","LA",453086
1989,"UNKNOWN","LA",875297
1989,"UNKNOWN","LA",18143
1989,"UNKNOWN","LA",33324
1989,"UNKNOWN","LA",1218811
1989,"UNKNOWN","LA",2234079
1989,"UNKNOWN","LA",2681284
1989,"UNKNOWN","LA",5094978
1989,"UNKNOWN","LA",3180
1989,"UNKNOWN","LA",43070
1989,"UNKNOWN","LA",28669
1989,"UNKNOWN","LA",203329
1989,"UNKNOWN","LA",21213
1989,"UNKNOWN","LA",17384
1989,"UNKNOWN","LA",2825
1989,"UNKNOWN","LA",79670
1989,"UNKNOWN","LA",11717
1989,"UNKNOWN","LA",19188
1989,"UNKNOWN","LA",41672
1989,"UNKNOWN","LA",1735
1989,"UNKNOWN","LA",38091
1989,"UNKNOWN","LA",22748
1989,"UNKNOWN","LA",36457
1989,"UNKNOWN","LA",49513
1989,"UNKNOWN","LA",230
1989,"UNKNOWN","LA",334117
1989,"UNKNOWN","LA",195129
1989,"UNKNOWN","LA",168557
1989,"UNKNOWN","LA",77101
1989,"UNKNOWN","LA",419366
1989,"UNKNOWN","LA",222652
1989,"UNKNOWN","LA",30096
1989,"UNKNOWN","LA",2002
1989,"UNKNOWN","LA",321552
1989,"UNKNOWN","LA",211271
1989,"UNKNOWN","LA",203999
1989,"UNKNOWN","LA",101939
1989,"UNKNOWN","LA",150809
1989,"UNKNOWN","LA",131807
1989,"UNKNOWN","LA",735
1989,"UNKNOWN","LA",21243
1989,"UNKNOWN","LA",20315
1989,"UNKNOWN","LA",13045
1989,"UNKNOWN","LA",12055
1989,"UNKNOWN","LA",16028
1989,"UNKNOWN","LA",25148
1989,"UNKNOWN","LA",212287
1989,"UNKNOWN","LA",129989
1989,"UNKNOWN","LA",37973
1989,"UNKNOWN","LA",12581
1989,"UNKNOWN","LA",2072640
1989,"UNKNOWN","LA",2422556
1989,"UNKNOWN","LA",68803
1989,"UNKNOWN","LA",174103
1989,"UNKNOWN","LA",220893
1989,"UNKNOWN","LA",387882
1989,"UNKNOWN","LA",78286
1989,"UNKNOWN","LA",1048301
1989,"UNKNOWN","LA",706553
1989,"UNKNOWN","LA",621964
1989,"UNKNOWN","LA",104456
1989,"UNKNOWN","LA",310501
1989,"UNKNOWN","LA",5933
1989,"UNKNOWN","LA",116003
1989,"UNKNOWN","LA",686848
1989,"UNKNOWN","LA",1436389
1989,"UNKNOWN","LA",1552894
1989,"UNKNOWN","LA",2693695
1989,"UNKNOWN","LA",879857
1989,"UNKNOWN","LA",1632614
1989,"UNKNOWN","LA",2343
1989,"UNKNOWN","LA",39714
1989,"UNKNOWN","LA",342142
1989,"UNKNOWN","LA",15169
1989,"UNKNOWN","LA",1412
1989,"UNKNOWN","LA",9018
1989,"UNKNOWN","LA",448682
1989,"UNKNOWN","LA",1396264
1989,"UNKNOWN","LA",1158760
1989,"UNKNOWN","LA",1845163
1989,"UNKNOWN","LA",1100261
1989,"UNKNOWN","LA",1232002
1989,"UNKNOWN","LA",2273506
1989,"UNKNOWN","LA",952081
1989,"UNKNOWN","LA",2425
1989,"UNKNOWN","LA",68187
1989,"UNKNOWN","LA",101314
1989,"UNKNOWN","MS",4603
1989,"UNKNOWN","MS",2308
1989,"UNKNOWN","MS",1497
1989,"UNKNOWN","MS",3571
1989,"UNKNOWN","MS",1926
1989,"UNKNOWN","MS",7396
1989,"UNKNOWN","MS",356586
1989,"UNKNOWN","MS",27114
1989,"UNKNOWN","MS",356586
1989,"UNKNOWN","MS",27114
1989,"UNKNOWN","TX",32697
1989,"UNKNOWN","TX",48376
1989,"UNKNOWN","TX",143755
1989,"UNKNOWN","TX",235035
1989,"UNKNOWN","TX",495683
1989,"UNKNOWN","TX",317788
1989,"UNKNOWN","TX",28769
1989,"UNKNOWN","TX",84007
1989,"UNKNOWN","TX",4285
1989,"UNKNOWN","TX",484
1989,"UNKNOWN","TX",340183
1989,"UNKNOWN","TX",285524
1989,"UNKNOWN","TX",57398
1989,"UNKNOWN","TX",5834
1989,"UNKNOWN","TX",147
1989,"UNKNOWN","TX",1866
1989,"UNKNOWN","TX",52402
1989,"UNKNOWN","TX",75327
1989,"UNKNOWN","TX",6734
1989,"UNKNOWN","TX",119
1989,"UNKNOWN","TX",83466
1989,"UNKNOWN","TX",2123782
1989,"UNKNOWN","TX",116301
1989,"UNKNOWN","TX",13657
1989,"UNKNOWN","TX",11812
1989,"UNKNOWN","TX",866
1989,"UNKNOWN","TX",215066
1989,"UNKNOWN","TX",45430
1989,"UNKNOWN","TX",12337
1989,"UNKNOWN","TX",52
1989,"UNKNOWN","TX",65354
1989,"UNKNOWN","TX",93
1989,"UNKNOWN","TX",625514
1989,"UNKNOWN","TX",672
1989,"UNKNOWN","TX",1248537
1989,"UNKNOWN","TX",580912
1989,"UNKNOWN","TX",3287
1989,"UNKNOWN","TX",61477
1989,"UNKNOWN","TX",86790
1989,"UNKNOWN","TX",8925
1989,"UNKNOWN","TX",30125
1989,"UNKNOWN","TX",510
1989,"UNKNOWN","TX",10852
1989,"UNKNOWN","TX",6096
1989,"UNKNOWN","TX",35377
1989,"UNKNOWN","TX",437434
1989,"UNKNOWN","TX",379686
1989,"UNKNOWN","TX",157387
1989,"UNKNOWN","TX",28625
1989,"UNKNOWN","TX",40737
1989,"UNKNOWN","TX",21471
1989,"UNKNOWN","TX",689228
1989,"UNKNOWN","TX",311935
1989,"UNKNOWN","TX",1370549
1989,"UNKNOWN","TX",114439
1989,"UNKNOWN","TX",52090
1989,"UNKNOWN","TX",110330
1989,"UNKNOWN","TX",136396
1989,"UNKNOWN","TX",4155
1989,"UNKNOWN","TX",19683
1989,"UNKNOWN","LA",244006
1989,"UNKNOWN","LA",238766
1989,"UNRESOLVED","LA",453689
1989,"UNRESOLVED","LA",156465
1989,"UNRESOLVED","LA",92463
1989,"UNRESOLVED","LA",85469
1989,"UNRESOLVED","MS",777
1989,"UNRESOLVED","MS",12437
1989,"UNRESOLVED","MS",25834
1989,"UNRESOLVED","MS",479
1989,"UNRESOLVED","MS",1192902
1989,"UNRESOLVED","MS",4766
1989,"UNRESOLVED","MS",721610
1989,"UNRESOLVED","MS",2508823
1989,"UNRESOLVED","MS",164175
1989,"UNRESOLVED","MS",868370
1989,"VENICE","LA",1718496
1989,"VENICE","LA",3141728
1989,"VENICE","LA",388569
1989,"VENICE","LA",964885
1989,"VENICE","LA",1779208
1989,"VENICE","LA",3669175
1989,"WESTWEGO","LA",9995
1989,"APALACHICOLA","FL",12277545
1989,"APALACHICOLA","FL",486102
1989,"APALACHICOLA","FL",566456
1989,"APALACHICOLA","FL",13797
1989,"APALACHICOLA","FL",213681
1989,"APALACHICOLA","FL",135916
1989,"APALACHICOLA","FL",1047442
1989,"APALACHICOLA","FL",327533
1989,"APALACHICOLA","FL",3710
1989,"APALACHICOLA","FL",683325
1989,"APALACHICOLA","FL",115645
1989,"APALACHICOLA","FL",20527
1989,"APALACHICOLA","FL",163153
1989,"APALACHICOLA","FL",150
1989,"APALACHICOLA","FL",52999
1989,"APALACHICOLA","FL",102692
1989,"APALACHICOLA","FL",34457
1989,"APALACHICOLA","FL",193319
1989,"APALACHICOLA","FL",20071
1989,"APALACHICOLA","FL",6393
1989,"APALACHICOLA","FL",53658
1989,"APALACHICOLA","FL",14913
1989,"APALACHICOLA","FL",27105
1989,"APALACHICOLA","FL",85991
1989,"APALACHICOLA","FL",1764
1989,"APALACHICOLA","FL",786650
1989,"APALACHICOLA","FL",1310953
1989,"APALACHICOLA","FL",29765
1989,"APALACHICOLA","FL",37960
1989,"APALACHICOLA","FL",642782
1989,"APALACHICOLA","FL",192553
1989,"APALACHICOLA","FL",445539
1989,"APALACHICOLA","FL",180125
1989,"APALACHICOLA","FL",101711
1989,"APALACHICOLA","FL",422773
1989,"APALACHICOLA","FL",670
1989,"APALACHICOLA","FL",7547013
1989,"CARRABELLE","FL",1129204
1989,"CARRABELLE","FL",1572291
1989,"CARRABELLE","FL",213228
1989,"CARRABELLE","FL",1030013
1989,"CARRABELLE","FL",19312
1989,"CARRABELLE","FL",12389
1989,"CARRABELLE","FL",12947
1989,"CEDAR KEY","FL",67061
1989,"CEDAR KEY","FL",8970
1989,"CEDAR KEY","FL",59067
1989,"CEDAR KEY","FL",6404311
1989,"CEDAR KEY","FL",2972
1989,"CEDAR KEY","FL",50068
1989,"CEDAR KEY","FL",3530
1989,"CHIEFLAND","FL",356087
1989,"CORTEZ","FL",305921
1989,"CRAWFORDVILLE","FL",3809
1989,"CRAWFORDVILLE","FL",4757
1989,"CRAWFORDVILLE","FL",727
1989,"CRAWFORDVILLE","FL",17160
1989,"CRAWFORDVILLE","FL",2219
1989,"CRAWFORDVILLE","FL",38587
1989,"CROSS CITY","FL",1952
1989,"CROSS CITY","FL",425742
1989,"CROSS CITY","FL",24536748
1989,"CROSS CITY","FL",32483
1989,"CRYSTAL RIVER","FL",126
1989,"CRYSTAL RIVER","FL",79909
1989,"CRYSTAL RIVER","FL",188625
1989,"CRYSTAL RIVER","FL",221
1989,"CRYSTAL RIVER","FL",991
1989,"CRYSTAL RIVER","FL",58
1989,"DESTIN","FL",4721
1989,"DESTIN","FL",3742
1989,"DESTIN","FL",3326
1989,"DESTIN","FL",1566
1989,"DESTIN","FL",1696
1989,"DESTIN","FL",1080
1989,"EASTPOINT","FL",180125
1989,"EASTPOINT","FL",101711
1989,"EASTPOINT","FL",422773
1989,"EASTPOINT","FL",414052
1989,"EASTPOINT","FL",22516
1989,"EASTPOINT","FL",98993
1989,"EASTPOINT","FL",351
1989,"EASTPOINT","FL",371
1989,"EASTPOINT","FL",629
1989,"EASTPOINT","FL",28664
1989,"EASTPOINT","FL",27358
1989,"EASTPOINT","FL",3726884
1989,"EASTPOINT","FL",5653
1989,"EASTPOINT","FL",4124
1989,"EASTPOINT","FL",1940
1989,"EASTPOINT","FL",27973
1989,"EASTPOINT","FL",9652
1989,"EASTPOINT","FL",4248
1989,"EASTPOINT","FL",199813
1989,"EASTPOINT","FL",592157
1989,"EASTPOINT","FL",2293
1989,"EASTPOINT","FL",11049
1989,"FORT MYERS","FL",65634
1989,"FORT MYERS","FL",1342596
1989,"FORT MYERS BEACH","FL",272412
1989,"FORT MYERS BEACH","FL",7226468
1989,"FORT MYERS BEACH","FL",165492
1989,"FORT MYERS BEACH","FL",4839867
1989,"FORT MYERS BEACH","FL",1679
1989,"FORT MYERS BEACH","FL",322313
1989,"FORT WALTON BEACH","FL",43
1989,"FREEPORT","FL",4562
1989,"HOMOSASSA","FL",68506
1989,"HORSESHOE BEACH","FL",8901
1989,"HORSESHOE BEACH","FL",2593
1989,"HORSESHOE BEACH","FL",343085
1989,"HORSESHOE BEACH","FL",96817
