"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val"
1988,"AL","BAYOU LA BATRE",9578835,23543142,45387791
1988,"AL","BON SECOUR",5831220,16075964,30992145
1988,"AL","CODEN",176257,291152,561299
1988,"AL","DAUPHIN ISLAND",105483,225563,434853
1988,"AL","FAIRHOPE",7223,19065,36754
1988,"AL","GULF SHORES",1337388,3287913,6338623
1988,"AL","MOBILE",129561,164124,316407
1988,"AL","THEODORE",503852,762345,1469693
1988,"FL","APALACHICOLA",3494535,37543906,72379250
1988,"FL","APOPKA",44108,81699,157505
1988,"FL","BOKEELIA",1207536,869239,1675768
1988,"FL","BONITA SPRINGS",2944,3655,7046
1988,"FL","BRADENTON",15434,10679,20588
1988,"FL","CAPE CORAL",442,623,1201
1988,"FL","CARRABELLE",800450,1774456,3420896
1988,"FL","CEDAR KEY",669170,2636626,5083034
1988,"FL","CHIEFLAND",283044,288426,556044
1988,"FL","CHOKOLOSKEE",394487,1059906,2043346
1988,"FL","CLEARWATER",544346,787352,1517903
1988,"FL","CORTEZ",1125316,1632481,3147190
1988,"FL","CRAWFORDVILLE",82080,192232,370595
1988,"FL","CROSS CITY",632799,8162132,15735416
1988,"FL","CRYSTAL RIVER",1147859,1785026,3441275
1988,"FL","DESTIN",302145,583958,1125787
1988,"FL","DUNEDIN",108946,168164,324198
1988,"FL","EASTPOINT",502646,2188933,4219948
1988,"FL","ENGLEWOOD",19570,24038,46343
1988,"FL","EVERGLADES CITY",1313497,2605111,5022279
1988,"FL","FORT MYERS",965154,1593018,3071110
1988,"FL","FORT MYERS BEACH",2613803,7036503,13565363
1988,"FL","FORT WALTON BEACH",34677,96142,185348
1988,"FL","FREEPORT",4158,6107,11774
1988,"FL","GOODLAND",32723,47834,92219
1988,"FL","GULF BREEZE",12244,22059,42525
1988,"FL","HAVANA",190984,131779,254051
1988,"FL","HIALEAH",112902,188234,362890
1988,"FL","HOMOSASSA",670231,1381106,2662571
1988,"FL","HORSESHOE BEACH",418763,1221534,2354942
1988,"FL","HUDSON",41279,74048,142753
1988,"FL","INDIAN ROCKS BEACH",29144,21961,42338
1988,"FL","INGLIS",9034,11335,21852
1988,"FL","ISLAMORADA",71879,180239,347476
1988,"FL","KEY LARGO",286950,765700,1476160
1988,"FL","KEY WEST",5434650,11399308,21976230
1988,"FL","LAND O' LAKES",234236,649037,1251248
1988,"FL","LUTZ",64443,181010,348961
1988,"FL","MADEIRA BEACH",813710,1186405,2287222
1988,"FL","MARATHON",4485927,12215781,23550267
1988,"FL","MARCO ISLAND",7310,13840,26683
1988,"FL","MATLACHA",97614,215250,414970
1988,"FL","MIAMI",84337,236141,455246
1988,"FL","MILTON",104014,108849,209845
1988,"FL","NAPLES",1030573,1944070,3747888
1988,"FL","NEW PORT RICHEY",40033,91865,177104
1988,"FL","NICEVILLE",819793,1941718,3743351
1988,"FL","NOKOMIS",9051,16867,32516
1988,"FL","OLD TOWN",3092,212475,409621
1988,"FL","PALMETTO",44601,46226,89117
1988,"FL","PANACEA",747505,505369,974277
1988,"FL","PANAMA CITY",698814,1571309,3029256
1988,"FL","PANAMA CITY BEACH",87671,165567,319190
1988,"FL","PENSACOLA",2245281,4175224,8049232
1988,"FL","PERRY",3678,10302,19861
1988,"FL","PINELAND",3,3,6
1988,"FL","PLACIDA",414756,662475,1277156
1988,"FL","POMPANO BEACH",2414,4450,8579
1988,"FL","PORT CHARLOTTE",297531,211441,407629
1988,"FL","PORT SAINT JOE",276136,584750,1127314
1988,"FL","PUNTA GORDA",467347,323695,624040
1988,"FL","RUSKIN",106212,221791,427581
1988,"FL","SAINT JAMES CITY",17692,23556,45413
1988,"FL","SAINT MARKS",125541,316608,610375
1988,"FL","SAINT PETERSBURG",3597828,6032755,11630285
1988,"FL","SANTA ROSA BEACH",900,621,1197
1988,"FL","SARASOTA",67567,119603,230578
1988,"FL","SOPCHOPPY",231150,159494,307481
1988,"FL","SOUTHPORT",541909,452465,872289
1988,"FL","SPRING HILL",11989,23733,45754
1988,"FL","STEINHATCHEE",603950,627513,1209755
1988,"FL","SUMMERLAND KEY",852276,2220886,4281547
1988,"FL","SUNRISE",7106,13615,26247
1988,"FL","SUWANNEE",174067,273552,527369
1988,"FL","TALLAHASSEE",16428,23845,45969
1988,"FL","TAMPA",2674927,5404333,10418776
1988,"FL","TARPON SPRINGS",1917513,3724717,7180718
1988,"FL","TAVERNIER",317660,823969,1588495
1988,"FL","VENICE",11921,25388,48945
1988,"FL","WAKULLA SPRINGS",54120,37343,71992
1988,"FL","YANKEETOWN",473840,372212,717572
1988,"FL","YOUNGSTOWN",17526,1166660,2249153
1988,"LA","ABBEVILLE",4223625,7761742,14963523
1988,"LA","BARATARIA",627081,1028680,1983147
1988,"LA","BATON ROUGE",76905,123382,237863
1988,"LA","BELLE CHASSE",649542,1066459,2055979
1988,"LA","BERWICK",428325,371194,715609
1988,"LA","BOOTHVILLE",1932936,3460180,6670729
1988,"LA","BURAS",1046974,1208955,2330691
1988,"LA","CAMERON",3172671,4937091,9518002
1988,"LA","CHALMETTE",315676,379934,732458
1988,"LA","CHAUVIN",6363903,8028071,15476967
1988,"LA","CUT OFF",1828601,1974050,3805684
1988,"LA","DELACROIX",860689,1108627,2137274
1988,"LA","DELCAMBRE",3528104,5652624,10897445
1988,"LA","DES ALLEMANDS",315211,540389,1041792
1988,"LA","DULAC",14868258,23994190,46257355
1988,"LA","EMPIRE",3468988,4960343,9562828
1988,"LA","FRANKLIN",428325,371194,715609
1988,"LA","GOLDEN MEADOW",13693680,25576888,49308561
1988,"LA","GRAND ISLE",3319378,4609507,8886466
1988,"LA","GRETNA",797291,1120807,2160755
1988,"LA","HACKBERRY",2749894,2635241,5080366
1988,"LA","HOUMA",2215048,2334927,4501405
1988,"LA","JEANERETTE",159069,145448,280403
1988,"LA","LAFAYETTE",223871,296306,571234
1988,"LA","LAFITTE",5147715,8280714,15964024
1988,"LA","LAKE ARTHUR",253159,240308,463279
1988,"LA","MADISONVILLE",1165580,1107392,2134892
1988,"LA","MARRERO",1621590,1687243,3252762
1988,"LA","METAIRIE",40450,71038,136951
1988,"LA","MONTEGUT",1919778,2081722,4013261
1988,"LA","MORGAN CITY",1061078,1175489,2266173
1988,"LA","NEW ORLEANS",1285787,1777092,3425977
1988,"LA","PATTERSON",338470,826235,1592862
1988,"LA","PORT SULPHUR",235283,182129,351119
1988,"LA","SAINT AMANT",388867,427309,823790
1988,"LA","SAINT BERNARD",5449579,6695046,12907087
1988,"LA","THERIOT",2488103,2668189,5143885
1988,"LA","VENICE",6797591,10310488,19877137
1988,"LA","VIOLET",1570,1586,3058
1988,"LA","WESTWEGO",218922,229974,443357
1988,"MS","BAY SAINT LOUIS",548625,674117,1299601
1988,"MS","BILOXI",7827107,16837132,32459568
1988,"MS","GAUTIER",551276,447436,862589
1988,"MS","GULFPORT",299091,526108,1014261
1988,"MS","LAKESHORE",710432,1045405,2015391
1988,"MS","LONG BEACH",305378,512033,987126
1988,"MS","MOSS POINT",16618,21673,41782
1988,"MS","OCEAN SPRINGS",257772,315653,608534
1988,"MS","PASCAGOULA",1423346,2593859,5000586
1988,"MS","PASS CHRISTIAN",522287,836682,1613003
1988,"TX","ANAHUAC",794638,824100,1588745
1988,"TX","ARANSAS PASS",11903860,29643618,57148632
1988,"TX","BAYTOWN",205980,212144,408984
1988,"TX","BOLIVAR PENINSULA",3406015,6860854,13226738
1988,"TX","BROWNSVILLE",18097500,47444097,91465396
1988,"TX","CORPUS CHRISTI",371380,399406,769998
1988,"TX","DICKINSON",526212,757534,1460418
1988,"TX","FREEPORT",4605006,12574355,24241547
1988,"TX","FULTON",3105006,4457364,8593157
1988,"TX","GALVESTON",3635933,6104245,11768106
1988,"TX","HIGH ISLAND",4476,4520,8714
1988,"TX","INDIANOLA",391334,500563,965014
1988,"TX","KEMAH",1653076,2338668,4508616
1988,"TX","LOS FRESNOS",968235,2367765,4564710
1988,"TX","MATAGORDA",156924,230970,445277
1988,"TX","NUECES",246756,258557,498461
1988,"TX","PALACIOS",7242029,17024153,32820119
1988,"TX","PORT ARTHUR",10016379,21692605,41820221
1988,"TX","PORT ISABEL",13744231,34198166,65929146
1988,"TX","PORT LAVACA",2941137,4771202,9198190
1988,"TX","PORT O'CONNOR",924079,1444557,2784899
1988,"TX","ROCKPORT",843156,1072882,2068361
1988,"TX","SAN LEON",1170884,1646895,3174978
1988,"TX","SARGENT",11188,9692,18685
1988,"TX","SEABROOK",445234,672187,1295880
1988,"TX","SEADRIFT",1897564,1886436,3636777
1988,"TX","TEXAS CITY",40535,60567,116764
1989,"AL","BAYOU LA BATRE",11358744,23367054,43348772
1989,"AL","BON SECOUR",7285451,16627699,30846435
1989,"AL","CODEN",37397,40419,74983
1989,"AL","DAUPHIN ISLAND",173492,231830,430073
1989,"AL","GULF SHORES",855108,1423299,2640396
1989,"AL","MOBILE",109366,119331,221373
1989,"AL","THEODORE",672237,754519,1399726
1989,"FL","APALACHICOLA",3297314,16303900,30245750
